20
20
101,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,999,999,999,999,999,101,101,101,101,101,101,101
101,101,101,101,101,101,101,999,999,999,999,999,999,101,101,101,101,101,101,101
101,101,101,101,101,101,101,999,999,999,999,999,999,101,101,101,101,101,101,101
101,101,101,101,101,101,101,999,999,999,999,999,8,101,101,101,101,101,101,101
101,101,101,101,101,101,101,999,999,999,999,4,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,999,999,999,2,7,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,999,999,4,2,3,1,101,101,101,101,101,101,101
101,101,101,101,101,101,101,999,8,7,3,1,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
